0	2	 11	1346231731	1346231880	1346231881	
1	source::/opt/splunk/etc/apps/HpfeedsHoneyGraph/pools/thug_files_logs/thug_files_logs	  6	1346231731	1346231880	1346231881	
2	source::http-simple	  5	1346231850	1346231880	1346231880	
